Year,Publication Type,Title,Authors
2019,Poster,Multilingual Neural Machine Translation with Knowledge Distillation,Xu Tan; Yi Ren; Di He; Tao Qin; Zhou Zhao; Tie-Yan Liu
2019,Poster,MisGAN: Learning from Incomplete Data with Generative Adversarial Networks,Steven Cheng-Xian Li; Bo Jiang; Benjamin Marlin
2019,Poster,A Direct Approach to Robust Deep Learning Using Adversarial Networks,Huaxia Wang; Chun-Nam Yu
2019,Poster,Combinatorial Attacks on Binarized Neural Networks,Elias B Khalil; Amrita Gupta; Bistra Dilkina
2019,Poster,Exemplar Guided Unsupervised Image-to-Image Translation with Semantic Consistency,Liqian Ma; Xu Jia; Stamatios Georgoulis; Tinne Tuytelaars; Luc Van Gool
2019,Poster,ARM: Augment-REINFORCE-Merge Gradient for Stochastic Binary Networks,Mingzhang Yin; Mingyuan Zhou
2019,Poster,Building Dynamic Knowledge Graphs from Text using Machine Reading Comprehension,Rajarshi Das; Tsendsuren Munkhdalai; Xingdi Yuan; Adam Trischler; Andrew McCallum
2019,Poster,Information asymmetry in KL-regularized RL,Alexandre Galashov; Siddhant M. Jayakumar; Leonard Hasenclever; Dhruva Tirumala; Jonathan Schwarz; Guillaume Desjardins; Wojciech M. Czarnecki; Yee Whye Teh; Razvan Pascanu; Nicolas Heess
2019,Poster,TimbreTron: A WaveNet(CycleGAN(CQT(Audio))) Pipeline for Musical Timbre Transfer,Sicong Huang; Qiyang Li; Cem Anil; Xuchan Bao; Sageev Oore; Roger B. Grosse
2019,Poster,Whitening and Coloring Batch Transform for GANs,Aliaksandr Siarohin; Enver Sangineto; Nicu Sebe
2019,Poster,Learnable Embedding Space for Efficient Neural Architecture Compression,Shengcao Cao; Xiaofang Wang; Kris M. Kitani
2019,Poster,On the Sensitivity of Adversarial Robustness to Input Data Distributions,Gavin Weiguang Ding; Kry Yik Chau Lui; Xiaomeng Jin; Luyu Wang; Ruitong Huang
2019,Poster,Minimal Images in Deep Neural Networks: Fragile Object Recognition in Natural Images,Sanjana Srivastava; Guy Ben-Yosef; Xavier Boix
2019,Poster,A Statistical Approach to Assessing Neural Network Robustness,Stefan Webb; Tom Rainforth; Yee Whye Teh; M. Pawan Kumar
2019,Poster,Improving Sequence-to-Sequence Learning via Optimal Transport,Liqun Chen; Yizhe Zhang; Ruiyi Zhang; Chenyang Tao; Zhe Gan; Haichao Zhang; Bai Li; Dinghan Shen; Changyou Chen; Lawrence Carin
2019,Poster,PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees,James Jordon; Jinsung Yoon; Mihaela van der Schaar
2019,Poster,Integer Networks for Data Compression with Latent-Variable Models,Johannes Ballé; Nick Johnston; David Minnen
2019,Poster,Value Propagation Networks,Nantas Nardelli; Gabriel Synnaeve; Zeming Lin; Pushmeet Kohli; Philip H. S. Torr; Nicolas Usunier
2019,Poster,Bayesian Policy Optimization for Model Uncertainty,Gilwoo Lee; Brian Hou; Aditya Mandalika; Jeongseok Lee; Sanjiban Choudhury; Siddhartha S. Srinivasa
2019,Poster,Variational Bayesian Phylogenetic Inference,Cheng Zhang; Frederick A. Matsen IV
2019,Poster,LEARNING FACTORIZED REPRESENTATIONS FOR OPEN-SET DOMAIN ADAPTATION,Mahsa Baktashmotlagh; Masoud Faraki; Tom Drummond; Mathieu Salzmann
2019,Poster,On the Universal Approximability and Complexity Bounds of Quantized ReLU Neural Networks,Yukun Ding; Jinglan Liu; Jinjun Xiong; Yiyu Shi
2019,Poster,Learning Localized Generative Models for 3D Point Clouds via Graph Convolution,Diego Valsesia; Giulia Fracastoro; Enrico Magli
2019,Poster,ACCELERATING NONCONVEX LEARNING VIA REPLICA EXCHANGE LANGEVIN DIFFUSION,Yi Chen; Jinglin Chen; Jing Dong; Jian Peng; Zhaoran Wang
2019,Poster,Dynamically Unfolding Recurrent Restorer: A Moving Endpoint Control Method for Image Restoration,Xiaoshuai Zhang; Yiping Lu; Jiaying Liu; Bin Dong
2019,Poster,Bias-Reduced Uncertainty Estimation for Deep Neural Classifiers,Yonatan Geifman; Guy Uziel; Ran El-Yaniv
2019,Poster,CAMOU: Learning Physical Vehicle Camouflages to Adversarially Attack Detectors in the Wild,Yang Zhang; Hassan Foroosh; Philip David; Boqing Gong
2019,Poster,Learning Latent Superstructures in Variational Autoencoders for Deep Multidimensional Clustering,Xiaopeng Li; Zhourong Chen; Leonard K. M. Poon; Nevin L. Zhang
2019,Poster,Learning Programmatically Structured Representations with Perceptor Gradients,Svetlin Penkov; Subramanian Ramamoorthy
2019,Poster,Variational Autoencoders with Jointly Optimized Latent Dependency Structure,Jiawei He; Yu Gong; Joseph Marino; Greg Mori; Andreas Lehrmann
2019,Poster,The Unusual Effectiveness of Averaging in GAN Training,Yasin Yaz{\i}c{\i}; Chuan-Sheng Foo; Stefan Winkler; Kim-Hui Yap; Georgios Piliouras; Vijay Chandrasekhar
2019,Poster,Beyond Pixel Norm-Balls: Parametric Adversaries using an Analytically Differentiable Renderer,Hsueh-Ti Derek Liu; Michael Tao; Chun-Liang Li; Derek Nowrouzezahrai; Alec Jacobson
2019,Poster,Diversity is All You Need: Learning Skills without a Reward Function,Benjamin Eysenbach; Abhishek Gupta; Julian Ibarz; Sergey Levine
2019,Poster,Supervised Policy Update for Deep Reinforcement Learning,Quan Vuong; Yiming Zhang; Keith W. Ross
2019,Poster,Learning sparse relational transition models,Victoria Xia; Zi Wang; Kelsey Allen; Tom Silver; Leslie Pack Kaelbling
2019,Poster,Learning to Schedule Communication in Multi-agent Reinforcement Learning,Daewoo Kim; Sangwoo Moon; David Hostallero; Wan Ju Kang; Taeyoung Lee; Kyunghwan Son; Yung Yi
2019,Poster,Hierarchical RL Using an Ensemble of Proprioceptive Periodic Policies,Kenneth Marino; Abhinav Gupta; Rob Fergus; Arthur Szlam
2019,Poster,Multi-class classification without multi-class labels,Yen-Chang Hsu; Zhaoyang Lv; Joel Schlosser; Phillip Odom; Zsolt Kira
2019,Poster,What do you learn from context? Probing for sentence structure in contextualized word representations,Ian Tenney; Patrick Xia; Berlin Chen; Alex Wang; Adam Poliak; R Thomas McCoy; Najoung Kim; Benjamin Van Durme; Samuel R. Bowman; Dipanjan Das; Ellie Pavlick
2019,Poster,Spectral Inference Networks: Unifying Deep and Spectral Learning,David Pfau; Stig Petersen; Ashish Agarwal; David G. T. Barrett; Kimberly L. Stachenfeld
2019,Poster,PeerNets: Exploiting Peer Wisdom Against Adversarial Attacks,Jan Svoboda; Jonathan Masci; Federico Monti; Michael Bronstein; Leonidas Guibas
2019,Poster,Attentive Neural Processes,Hyunjik Kim; Andriy Mnih; Jonathan Schwarz; Marta Garnelo; Ali Eslami; Dan Rosenbaum; Oriol Vinyals; Yee Whye Teh
2019,Poster,Representation Degeneration Problem in Training Natural Language Generation Models,Jun Gao; Di He; Xu Tan; Tao Qin; Liwei Wang; Tieyan Liu
2019,Poster,Hierarchical interpretations for neural network predictions,Chandan Singh; W. James Murdoch; Bin Yu
2019,Poster,Spreading vectors for similarity search,Alexandre Sablayrolles; Matthijs Douze; Cordelia Schmid; Hervé Jégou
2019,Poster,A Convergence Analysis of Gradient Descent for Deep Linear Neural Networks,Sanjeev Arora; Nadav Cohen; Noah Golowich; Wei Hu
2019,Poster,Feed-forward Propagation in Probabilistic Neural Networks with Categorical and Max Layers,Alexander Shekhovtsov; Boris Flach
2019,Poster,Measuring and regularizing networks in function space,Ari Benjamin; David Rolnick; Konrad Kording
2019,Poster,Fluctuation-dissipation relations for stochastic gradient descent,Sho Yaida
2019,Poster,Poincare Glove: Hyperbolic Word Embeddings,Alexandru Tifrea; Gary Becigneul; Octavian-Eugen Ganea
2019,Poster,Episodic Curiosity through Reachability,Nikolay Savinov; Anton Raichuk; Damien Vincent; Raphael Marinier; Marc Pollefeys; Timothy Lillicrap; Sylvain Gelly
2019,Poster,Phase-Aware Speech Enhancement with Deep Complex U-Net,Hyeong-Seok Choi; Jang-Hyun Kim; Jaesung Huh; Adrian Kim; Jung-Woo Ha; Kyogu Lee
2019,Poster,Generative predecessor models for sample-efficient imitation learning,Yannick Schroecker; Mel Vecerik; Jon Scholz
2019,Poster,Adaptive Estimators Show Information Compression in Deep Neural Networks,Ivan Chelombiev; Conor Houghton; Cian O'Donnell
2019,Poster,Multilingual Neural Machine Translation With Soft Decoupled Encoding,Xinyi Wang; Hieu Pham; Philip Arthur; Graham Neubig
2019,Poster,Approximating CNNs with Bag-of-local-Features models works surprisingly well on ImageNet,Wieland Brendel; Matthias Bethge
2019,Poster,Reward Constrained Policy Optimization,Chen Tessler; Daniel J. Mankowitz; Shie Mannor
2019,Poster,On the Relation Between the Sharpest Directions of DNN Loss and the SGD Step Length,Stanisław Jastrzębski; Zachary Kenton; Nicolas Ballas; Asja Fischer; Yoshua Bengio; Amos Storkey
2019,Poster,Modeling the Long Term Future in Model-Based Reinforcement Learning,Nan Rosemary Ke; Amanpreet Singh; Ahmed Touati; Anirudh Goyal; Yoshua Bengio; Devi Parikh; Dhruv Batra
2019,Poster,Understanding Straight-Through Estimator in Training Activation Quantized Neural Nets,Penghang Yin; Jiancheng Lyu; Shuai Zhang; Stanley Osher; Yingyong Qi; Jack Xin
2019,Poster,DISTRIBUTIONAL CONCAVITY REGULARIZATION FOR GANS,Shoichiro Yamaguchi; Masanori Koyama
2019,Poster,LeMoNADe: Learned Motif and Neuronal Assembly Detection in calcium imaging videos,Elke Kirschbaum; Manuel Haußmann; Steffen Wolf; Hannah Sonntag; Justus Schneider; Shehabeldin Elzoheiry; Oliver Kann; Daniel Durstewitz; Fred A Hamprecht
2019,Poster,Competitive experience replay,Hao Liu; Alexander Trott; Richard Socher; Caiming Xiong
2019,Poster,Multi-Domain Adversarial Learning,Alice Schoenauer-Sebag; Louise Heinrich; Marc Schoenauer; Michele Sebag; Lani F. Wu; Steve J. Altschuler
2019,Poster,ProMP: Proximal Meta-Policy Search,Jonas Rothfuss; Dennis Lee; Ignasi Clavera; Tamim Asfour; Pieter Abbeel
2019,Poster,"Don't Settle for Average, Go for the Max: Fuzzy Sets and Max-Pooled Word Vectors",Vitalii Zhelezniak; Aleksandar Savkov; April Shen; Francesco Moramarco; Jack Flann; Nils Y. Hammerla
2019,Poster,Stable Opponent Shaping in Differentiable Games,Alistair Letcher; Jakob Foerster; David Balduzzi; Tim Rocktäschel; Shimon Whiteson
2019,Poster,A Mean Field Theory of Batch Normalization,Greg Yang; Jeffrey Pennington; Vinay Rao; Jascha Sohl-Dickstein; Samuel S. Schoenholz
2019,Poster,Learning Exploration Policies for Navigation,Tao Chen; Saurabh Gupta; Abhinav Gupta
2019,Poster,Distribution-Interpolation Trade off in Generative Models,Damian Leśniak; Igor Sieradzki; Igor Podolak
2019,Poster,Learning to Describe Scenes with Programs,Yunchao Liu; Zheng Wu; Daniel Ritchie; William T. Freeman; Joshua B. Tenenbaum; Jiajun Wu
2019,Poster,Visceral Machines: Risk-Aversion in Reinforcement Learning with Intrinsic Physiological Rewards,Daniel McDuff; Ashish Kapoor
2019,Poster,Deep Frank-Wolfe For Neural Network Optimization,Leonard Berrada; Andrew Zisserman; M. Pawan Kumar
2019,Poster,LEARNING TO PROPAGATE LABELS: TRANSDUCTIVE PROPAGATION NETWORK FOR FEW-SHOT LEARNING,Yanbin Liu; Juho Lee; Minseop Park; Saehoon Kim; Eunho Yang; Sung Ju Hwang; Yi Yang
2019,Poster,Improving the Generalization of Adversarial Training with Domain Adaptation,Chuanbiao Song; Kun He; Liwei Wang; John E. Hopcroft
2019,Poster,Dimensionality Reduction for Representing the Knowledge of Probabilistic Models,Marc T Law; Jake Snell; Amir-massoud Farahmand; Raquel Urtasun; Richard S Zemel
2019,Poster,Learning protein sequence embeddings using information from structure,Tristan Bepler; Bonnie Berger
2019,Poster,Variational Smoothing in Recurrent Neural Network Language Models,Lingpeng Kong; Gabor Melis; Wang Ling; Lei Yu; Dani Yogatama
2019,Poster,Biologically-Plausible Learning Algorithms Can Scale to Large Datasets,Will Xiao; Honglin Chen; Qianli Liao; Tomaso Poggio
2019,Poster,Coarse-grain Fine-grain Coattention Network for Multi-evidence Question Answering,Victor Zhong; Caiming Xiong; Nitish Shirish Keskar; Richard Socher
2019,Poster,Learning a Meta-Solver for Syntax-Guided Program Synthesis,Xujie Si; Yuan Yang; Hanjun Dai; Mayur Naik; Le Song
2019,Poster,"Towards Robust, Locally Linear Deep Networks",Guang-He Lee; David Alvarez-Melis; Tommi S. Jaakkola
2019,Poster,How Important is a Neuron,Kedar Dhamdhere; Mukund Sundararajan; Qiqi Yan
2019,Poster,Learning to Make Analogies by Contrasting Abstract Relational Structure,Felix Hill; Adam Santoro; David Barrett; Ari Morcos; Timothy Lillicrap
2019,Poster,Learning what you can do before doing anything,Oleh Rybkin; Karl Pertsch; Konstantinos G. Derpanis; Kostas Daniilidis; Andrew Jaegle
2019,Poster,Learning Grid Cells as Vector Representation of Self-Position Coupled with Matrix Representation of Self-Motion,Ruiqi Gao; Jianwen Xie; Song-Chun Zhu; Ying Nian Wu
2019,Poster,Universal Stagewise Learning for Non-Convex Problems with Convergence on Averaged Solutions,Zaiyi Chen; Zhuoning Yuan; Jinfeng Yi; Bowen Zhou; Enhong Chen; Tianbao Yang
2019,Poster,Invariant and Equivariant Graph Networks,Haggai Maron; Heli Ben-Hamu; Nadav Shamir; Yaron Lipman
2019,Poster,Robustness May Be at Odds with Accuracy,Dimitris Tsipras; Shibani Santurkar; Logan Engstrom; Alexander Turner; Aleksander Madry
2019,Poster,Feature Intertwiner for Object Detection,Hongyang Li; Bo Dai; Shaoshuai Shi; Wanli Ouyang; Xiaogang Wang
2019,Poster,Adversarial Reprogramming of Neural Networks,Gamaleldin F. Elsayed; Ian Goodfellow; Jascha Sohl-Dickstein
2019,Poster,G-SGD: Optimizing ReLU Neural Networks in its Positively Scale-Invariant Space,Qi Meng; Shuxin Zheng; Huishuai Zhang; Wei Chen; Qiwei Ye; Zhi-Ming Ma; Nenghai Yu; Tie-Yan Liu
2019,Poster,From Hard to Soft: Understanding Deep Network Nonlinearities via Vector Quantization and Statistical Inference,Randall Balestriero; Richard Baraniuk
2019,Poster,Aggregated Momentum: Stability Through Passive Damping,James Lucas; Shengyang Sun; Richard Zemel; Roger Grosse
2019,Poster,Variational Autoencoder with Arbitrary Conditioning,Oleg Ivanov; Michael Figurnov; Dmitry Vetrov
2019,Poster,Time-Agnostic Prediction: Predicting Predictable Video Frames,Dinesh Jayaraman; Frederik Ebert; Alexei Efros; Sergey Levine
2019,Poster,"A Closer Look at Deep Learning Heuristics: Learning rate restarts, Warmup and Distillation",Akhilesh Gotmare; Nitish Shirish Keskar; Caiming Xiong; Richard Socher
2019,Poster,Self-Monitoring Navigation Agent via Auxiliary Progress Estimation,Chih-Yao Ma; Jiasen Lu; Zuxuan Wu; Ghassan AlRegib; Zsolt Kira; Richard Socher; Caiming Xiong
2019,Poster,Kernel Change-point Detection with Auxiliary Deep Generative Models,Wei-Cheng Chang; Chun-Liang Li; Yiming Yang; Barnabás Póczos
2019,Poster,Unsupervised Learning via Meta-Learning,Kyle Hsu; Sergey Levine; Chelsea Finn
2019,Poster,Auxiliary Variational MCMC,Raza Habib; David Barber
2019,Poster,Neural network gradient-based learning of black-box function interfaces,Alon Jacovi; Guy Hadash; Einat Kermany; Boaz Carmeli; Ofer Lavi; George Kour; Jonathan Berant
2019,Poster,Self-Tuning Networks: Bilevel Optimization of Hyperparameters using Structured Best-Response Functions,Matthew Mackay; Paul Vicol; Jonathan Lorraine; David Duvenaud; Roger Grosse
2019,Poster,Unsupervised Control Through Non-Parametric Discriminative Rewards,David Warde-Farley; Tom Van de Wiele; Tejas Kulkarni; Catalin Ionescu; Steven Hansen; Volodymyr Mnih
2019,Poster,Interpolation-Prediction Networks for Irregularly Sampled Time Series,Satya Narayan Shukla; Benjamin Marlin
2019,Poster,Riemannian Adaptive Optimization Methods,Gary Becigneul; Octavian-Eugen Ganea
2019,Poster,Minimal Random Code Learning: Getting Bits Back from Compressed Model Parameters,Marton Havasi; Robert Peharz; José Miguel Hernández-Lobato
2019,Poster,Characterizing Audio Adversarial Examples Using Temporal Dependency,Zhuolin Yang; Bo Li; Pin-Yu Chen; Dawn Song
2019,Poster,Equi-normalization of Neural Networks,Pierre Stock; Benjamin Graham; Rémi Gribonval; Hervé Jégou
2019,Poster,Generalized Tensor Models for Recurrent Neural Networks,Valentin Khrulkov; Oleksii Hrinchuk; Ivan Oseledets
2019,Poster,Wizard of Wikipedia: Knowledge-Powered Conversational Agents,Emily Dinan; Stephen Roller; Kurt Shuster; Angela Fan; Michael Auli; Jason Weston
2019,Poster,Are adversarial examples inevitable?,Ali Shafahi; W. Ronny Huang; Christoph Studer; Soheil Feizi; Tom Goldstein
2019,Poster,A Variational Inequality Perspective on Generative Adversarial Networks,Gauthier Gidel; Hugo Berard; Gaëtan Vignoud; Pascal Vincent; Simon Lacoste-Julien
2019,Poster,Learning-Based Frequency Estimation Algorithms,Chen-Yu Hsu; Piotr Indyk; Dina Katabi; Ali Vakilian
2019,Poster,From Language to Goals: Inverse Reinforcement Learning for Vision-Based Instruction Following,Justin Fu; Anoop Korattikara; Sergey Levine; Sergio Guadarrama
2019,Poster,Backpropamine: training self-modifying neural networks with differentiable neuromodulated plasticity,Thomas Miconi; Aditya Rawal; Jeff Clune; Kenneth O. Stanley
2019,Poster,Recurrent Experience Replay in Distributed Reinforcement Learning,Steven Kapturowski; Georg Ostrovski; John Quan; Remi Munos; Will Dabney
2019,Poster,A Generative Model For Electron Paths,John Bradshaw; Matt J. Kusner; Brooks Paige; Marwin H. S. Segler; José Miguel Hernández-Lobato
2019,Poster,Modeling Uncertainty with Hedged Instance Embeddings,Seong Joon Oh; Kevin P. Murphy; Jiyan Pan; Joseph Roth; Florian Schroff; Andrew C. Gallagher
2019,Poster,Beyond Greedy Ranking: Slate Optimization via List-CVAE,Ray Jiang; Sven Gowal; Yuqiu Qian; Timothy Mann; Danilo J. Rezende
2019,Poster,Stochastic Prediction of Multi-Agent Interactions from Partial Observations,Chen Sun; Per Karlsson; Jiajun Wu; Joshua B Tenenbaum; Kevin Murphy
2019,Poster,GamePad: A Learning Environment for Theorem Proving,Daniel Huang; Prafulla Dhariwal; Dawn Song; Ilya Sutskever
2019,Poster,GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,Alex Wang; Amanpreet Singh; Julian Michael; Felix Hill; Omer Levy; Samuel R. Bowman
2019,Poster,On Computation and Generalization of Generative Adversarial Networks under Spectrum Control,Haoming Jiang; Zhehui Chen; Minshuo Chen; Feng Liu; Dingding Wang; Tuo Zhao
2019,Poster,Large-Scale Study of Curiosity-Driven Learning,Yuri Burda; Harri Edwards; Deepak Pathak; Amos Storkey; Trevor Darrell; Alexei A. Efros
2019,Poster,"Unsupervised Discovery of Parts, Structure, and Dynamics",Zhenjia Xu; Zhijian Liu; Chen Sun; Kevin Murphy; William T. Freeman; Joshua B. Tenenbaum; Jiajun Wu
2019,Poster,Music Transformer: Generating Music with Long-Term Structure,Cheng-Zhi Anna Huang; Ashish Vaswani; Jakob Uszkoreit; Ian Simon; Curtis Hawthorne; Noam Shazeer; Andrew M. Dai; Matthew D. Hoffman; Monica Dinculescu; Douglas Eck
2019,Poster,BabyAI: A Platform to Study the Sample Efficiency of Grounded Language Learning,Maxime Chevalier-Boisvert; Dzmitry Bahdanau; Salem Lahlou; Lucas Willems; Chitwan Saharia; Thien Huu Nguyen; Yoshua Bengio
2019,Poster,Analyzing Inverse Problems with Invertible Neural Networks,Lynton Ardizzone; Jakob Kruse; Carsten Rother; Ullrich Köthe
2019,Poster,RelGAN: Relational Generative Adversarial Networks for Text Generation,Weili Nie; Nina Narodytska; Ankit Patel
2019,Poster,The Singular Values of Convolutional Layers,Hanie Sedghi; Vineet Gupta; Philip M. Long
2019,Poster,An Empirical study of Binary Neural Networks' Optimisation,Milad Alizadeh; Javier Fernández-Marqués; Nicholas D. Lane; Yarin Gal
2019,Poster,Approximability of Discriminators Implies Diversity in GANs,Yu Bai; Tengyu Ma; Andrej Risteski
2019,Poster,Learning Embeddings into Entropic Wasserstein Spaces,Charlie Frogner; Farzaneh Mirzazadeh; Justin Solomon
2019,Poster,DeepOBS: A Deep Learning Optimizer Benchmark Suite,Frank Schneider; Lukas Balles; Philipp Hennig
2019,Poster,InfoBot: Transfer and Exploration via the Information Bottleneck,Anirudh Goyal; Riashat Islam; DJ Strouse; Zafarali Ahmed; Hugo Larochelle; Matthew Botvinick; Yoshua Bengio; Sergey Levine
2019,Poster,The Comparative Power of ReLU Networks and Polynomial Kernels in the Presence of Sparse Latent Structure,Frederic Koehler; Andrej Risteski
2019,Poster,Learning Implicitly Recurrent CNNs Through Parameter Sharing,Pedro Savarese; Michael Maire
2019,Poster,"Learning Particle Dynamics for Manipulating Rigid Bodies, Deformable Objects, and Fluids",Yunzhu Li; Jiajun Wu; Russ Tedrake; Joshua B. Tenenbaum; Antonio Torralba
2019,Poster,Regularized Learning for Domain Adaptation under Label Shifts,Kamyar Azizzadenesheli; Anqi Liu; Fanny Yang; Animashree Anandkumar
2019,Poster,Von Mises-Fisher Loss for Training Sequence to Sequence Models with Continuous Outputs,Sachin Kumar; Yulia Tsvetkov
2019,Poster,Relational Forward Models for Multi-Agent Learning,Andrea Tacchetti; H. Francis Song; Pedro A. M. Mediano; Vinicius Zambaldi; János Kramár; Neil C. Rabinowitz; Thore Graepel; Matthew Botvinick; Peter W. Battaglia
2019,Poster,Imposing Category Trees Onto Word-Embeddings Using A Geometric Construction,Tiansi Dong; Chrisitan Bauckhage; Hailong Jin; Juanzi Li; Olaf Cremers; Daniel Speicher; Armin B. Cremers; Joerg Zimmermann
2019,Poster,Two-Timescale Networks for Nonlinear Value Function Approximation,Wesley Chung; Somjit Nath; Ajin Joseph; Martha White
2019,Poster,Diversity-Sensitive Conditional Generative Adversarial Networks,Dingdong Yang; Seunghoon Hong; Yunseok Jang; Tianchen Zhao; Honglak Lee
2019,Poster,Query-Efficient Hard-label Black-box Attack: An Optimization-based Approach,Minhao Cheng; Thong Le; Pin-Yu Chen; Huan Zhang; JinFeng Yi; Cho-Jui Hsieh
2019,Poster,Rethinking the Value of Network Pruning,Zhuang Liu; Mingjie Sun; Tinghui Zhou; Gao Huang; Trevor Darrell
2019,Poster,Hyperbolic Attention Networks,Caglar Gulcehre; Misha Denil; Mateusz Malinowski; Ali Razavi; Razvan Pascanu; Karl Moritz Hermann; Peter Battaglia; Victor Bapst; David Raposo; Adam Santoro
2019,Poster,Learning from Positive and Unlabeled Data with a Selection Bias,Masahiro Kato; Takeshi Teshima; Junya Honda
2019,Poster,Adv-BNN: Improved Adversarial Defense through Robust Bayesian Neural Network,Xuanqing Liu; Yao Li; Chongruo Wu; Cho-Jui Hsieh
2019,Poster,Optimal Completion Distillation for Sequence Learning,Sara Sabour; William Chan; Mohammad Norouzi
2019,Poster,Caveats for information bottleneck in deterministic scenarios,Artemy Kolchinsky; Brendan D. Tracey; Steven Van Kuyk
2019,Poster,Deep Learning 3D Shapes Using Alt-az Anisotropic 2-Sphere Convolution,Min Liu; Fupin Yao; Chiho Choi; Ayan Sinha; Karthik Ramani
2019,Poster,Small nonlinearities in activation functions create bad local minima in neural networks,Chulhee Yun; Suvrit Sra; Ali Jadbabaie
2019,Poster,Information Theoretic lower bounds on negative log likelihood,Luis A. Lastras-Montaño
2019,Poster,Preferences Implicit in the State of the World,Rohin Shah; Dmitrii Krasheninnikov; Jordan Alexander; Pieter Abbeel; Anca Dragan
2019,Poster,A Kernel Random Matrix-Based Approach for Sparse PCA,Mohamed El Amine Seddik; Mohamed Tamaazousti; Romain Couillet
2019,Poster,Bayesian Prediction of Future Street Scenes using Synthetic Likelihoods,Apratim Bhattacharyya; Mario Fritz; Bernt Schiele
2019,Poster,There Are Many Consistent Explanations of Unlabeled Data: Why You Should Average,Ben Athiwaratkun; Marc Finzi; Pavel Izmailov; Andrew Gordon Wilson
2019,Poster,Large-Scale Answerer in Questioner's Mind for Visual Dialog Question Generation,Sang-Woo Lee; Tong Gao; Sohee Yang; Jaejun Yoo; Jung-Woo Ha
2019,Poster,Graph HyperNetworks for Neural Architecture Search,Chris Zhang; Mengye Ren; Raquel Urtasun
2019,Poster,DELTA: DEEP LEARNING TRANSFER USING FEATURE MAP WITH ATTENTION FOR CONVOLUTIONAL NETWORKS,Xingjian Li; Haoyi Xiong; Hanchao Wang; Yuxuan Rao; Liping Liu; Jun Huan
2019,Poster,textTOvec: DEEP CONTEXTUALIZED NEURAL AUTOREGRESSIVE TOPIC MODELS OF LANGUAGE WITH DISTRIBUTED COMPOSITIONAL PRIOR,Pankaj Gupta; Yatin Chaudhary; Florian Buettner; Hinrich Schuetze
2019,Poster,Amortized Bayesian Meta-Learning,Sachin Ravi; Alex Beatson
2019,Poster,Probabilistic Recursive Reasoning for Multi-Agent Reinforcement Learning,Ying Wen; Yaodong Yang; Rui Luo; Jun Wang; Wei Pan
2019,Poster,Learning Neural PDE Solvers with Convergence Guarantees,Jun-Ting Hsieh; Shengjia Zhao; Stephan Eismann; Lucia Mirabella; Stefano Ermon
2019,Poster,A new dog learns old tricks: RL finds classic optimization algorithms,Weiwei Kong; Christopher Liaw; Aranyak Mehta; D. Sivakumar
2019,Poster,Deep Graph Infomax,Petar Veličković; William Fedus; William L. Hamilton; Pietro Liò; Yoshua Bengio; R Devon Hjelm
2019,Poster,Theoretical Analysis of Auto Rate-Tuning by Batch Normalization,Sanjeev Arora; Zhiyuan Li; Kaifeng Lyu
2019,Poster,Per-Tensor Fixed-Point Quantization of the Back-Propagation Algorithm,Charbel Sakr; Naresh Shanbhag
2019,Poster,FUNCTIONAL VARIATIONAL BAYESIAN NEURAL NETWORKS,Shengyang Sun; Guodong Zhang; Jiaxin Shi; Roger Grosse
2019,Poster,NADPEx: An on-policy temporally consistent exploration method for deep reinforcement learning,Sirui Xie; Junning Huang; Lanxin Lei; Chunxiao Liu; Zheng Ma; Wei Zhang; Liang Lin
2019,Poster,SPIGAN: Privileged Adversarial Learning from Simulation,Kuan-Hui Lee; German Ros; Jie Li; Adrien Gaidon
2019,Poster,Generating Multi-Agent Trajectories using Programmatic Weak Supervision,Eric Zhan; Stephan Zheng; Yisong Yue; Long Sha; Patrick Lucey
2019,Poster,Label super-resolution networks,Kolya Malkin; Caleb Robinson; Le Hou; Rachel Soobitsky; Jacob Czawlytko; Dimitris Samaras; Joel Saltz; Lucas Joppa; Nebojsa Jojic
2019,Poster,ANYTIME MINIBATCH: EXPLOITING STRAGGLERS IN ONLINE DISTRIBUTED OPTIMIZATION,Nuwan Ferdinand; Haider Al-Lawati; Stark Draper; Matthew Nokleby
2019,Poster,Sample Efficient Adaptive Text-to-Speech,Yutian Chen; Yannis Assael; Brendan Shillingford; David Budden; Scott Reed; Heiga Zen; Quan Wang; Luis C. Cobo; Andrew Trask; Ben Laurie; Caglar Gulcehre; Aäron van den Oord; Oriol Vinyals; Nando de Freitas
2019,Poster,Practical lossless compression with latent variables using bits back coding,James Townsend; Thomas Bird; David Barber
2019,Poster,Kernel RNN Learning (KeRNL),Christopher Roth; Ingmar Kanitscheider; Ila Fiete
2019,Poster,"Deep, Skinny Neural Networks are not Universal Approximators",Jesse Johnson
2019,Poster,Large Scale Graph Learning From Smooth Signals,Vassilis Kalofolias; Nathanaël Perraudin
2019,Poster,Overcoming Catastrophic Forgetting for Continual Learning via Model Adaptation,Wenpeng Hu; Zhou Lin; Bing Liu; Chongyang Tao; Zhengwei Tao; Jinwen Ma; Dongyan Zhao; Rui Yan
2019,Poster,Analysis of Quantized Models,Lu Hou; Ruiliang Zhang; James T. Kwok
